game_id,week,team,epa_total,jogadas,epa_scrimmage,jogadas_scrimmage,season
2017_10_CIN_TEN,10,TEN,-5.142663507938996,107,-7.74770563357227,84,2017
2017_10_CLE_DET,10,CLE,-8.955370292701875,100,-7.506741507727456,77,2017
2017_10_CLE_DET,10,DET,3.42731609772716,68,4.479292136038277,47,2017
2017_10_DAL_ATL,10,ATL,6.042170885473951,75,3.744270699439131,64,2017
2017_10_DAL_ATL,10,DAL,-16.74854032295958,78,-10.741979431198743,59,2017
2017_10_GB_CHI,10,CHI,-4.814249873618904,80,-7.887445440174446,57,2017
2017_10_GB_CHI,10,GB,7.77082501215152,82,8.151361673198766,64,2017
2017_10_HOU_LA,10,HOU,-24.22400788120232,90,-22.03528716075124,63,2017
2017_10_HOU_LA,10,LA,5.124416255000833,85,6.071603668160844,63,2017
2017_10_LAC_JAX,10,JAX,-11.032228205730721,105,-9.783127609404454,82,2017
2017_10_LAC_JAX,10,LAC,-10.17718196153767,91,-9.036373769973286,66,2017
2017_10_MIA_CAR,10,CAR,29.162865058493043,91,33.017200262069686,69,2017
2017_10_MIA_CAR,10,MIA,4.1216363897126564,73,3.9985751466010697,53,2017
2017_10_MIN_WAS,10,MIN,16.111365680134377,78,15.130871312947988,58,2017
2017_10_MIN_WAS,10,WAS,5.021995785691397,90,1.9149781336944365,72,2017
2017_10_NE_DEN,10,DEN,-3.350683788782966,78,-0.785050708042391,60,2017
2017_10_NE_DEN,10,NE,28.429574027238168,86,10.832954478809874,67,2017
2017_10_NO_BUF,10,BUF,-15.454437729858377,69,-13.120628736554458,45,2017
2017_10_NO_BUF,10,NO,31.906686362900945,91,29.855626141417357,69,2017
2017_10_NYG_SF,10,NYG,4.339357082237907,81,9.268467052819627,64,2017
2017_10_NYG_SF,10,SF,13.240040214443383,76,16.388753764753577,55,2017
2017_10_NYJ_TB,10,NYJ,-16.469870102489416,85,-12.673302502201473,64,2017
2017_10_NYJ_TB,10,TB,-8.977405584955587,84,-9.939167732004696,66,2017
2017_10_PIT_IND,10,IND,-5.874552367999531,78,-7.351402816476802,55,2017
2017_10_PIT_IND,10,PIT,-1.5984879974649924,84,1.6465922784630007,63,2017
2017_10_SEA_ARI,10,ARI,-11.638065360183209,96,-16.3226946349272,73,2017
2017_10_SEA_ARI,10,SEA,-3.956253696744643,83,-1.2273014643145972,58,2017
2017_11_ARI_HOU,11,ARI,-8.547452019974827,75,-9.685550852882443,54,2017
2017_11_ARI_HOU,11,HOU,0.9185580167058647,88,0.13023314121869056,67,2017
2017_11_ATL_SEA,11,ATL,8.726882942743611,84,8.9105349750763,56,2017
