alfa,RMSE,log_loss,acerto
1.0,13.781647087594578,0.6426492018048736,62.743790631771965
0.85,13.774910902811481,0.6424432616509708,62.943823970661775
0.7,13.774186866346826,0.642514047838048,63.11051841973663
0.5,13.7825742195584,0.6430375691632051,63.37722953825637
0.3,13.80163112703299,0.6440497911353585,63.16052675445908
0.15,13.822900085411618,0.645128537572606,63.16052675445908
0.0,13.850118818664175,0.6464803785268338,62.8104684114019
