season,week,real,modelo,spread,erro_modelo,erro_spread
2003,7,-20.0,1.1550480788603705,0.0,-21.15504807886037,-20.0
2003,7,8.0,1.0111690169556513,-1.0,6.988830983044348,9.0
2003,7,-6.0,2.955046428132725,3.5,-8.955046428132725,-9.5
2003,7,-31.0,3.2891421741422153,-3.0,-34.28914217414221,-28.0
2003,7,-6.0,4.903745900738172,6.5,-10.903745900738173,-12.5
2003,7,8.0,3.635475669301933,4.0,4.3645243306980674,4.0
2003,7,-4.0,1.0413993248253193,3.0,-5.041399324825319,-7.0
2003,7,10.0,-0.4141866505258267,4.0,10.414186650525826,6.0
2003,7,-5.0,-5.2551294198153595,-3.5,0.2551294198153595,-1.5
2003,7,17.0,5.4369695920142185,3.0,11.563030407985782,14.0
2003,7,7.0,10.273415905915984,11.0,-3.273415905915984,-4.0
2003,7,17.0,-3.862998557559298,-5.0,20.862998557559298,22.0
2003,7,-7.0,-4.264551231564383,-4.5,-2.7354487684356172,-2.5
2003,8,20.0,-3.9052181220184803,2.5,23.905218122018482,17.5
2003,8,8.0,2.116256647791073,3.0,5.883743352208927,5.0
2003,8,3.0,-3.8527419179763553,-3.0,6.852741917976355,6.0
2003,8,-13.0,-2.004523530484586,-4.5,-10.995476469515413,-8.5
2003,8,-12.0,6.2173061736569455,5.5,-18.217306173656944,-17.5
2003,8,6.0,4.725147865345919,4.5,1.2748521346540809,1.5
2003,8,-3.0,1.0699573981264743,3.0,-4.0699573981264745,-6.0
2003,8,-12.0,1.2759548870893138,1.0,-13.275954887089314,-13.0
2003,8,16.0,7.041242259581419,6.0,8.95875774041858,10.0
2003,8,3.0,-6.885902670486914,-7.0,9.885902670486914,10.0
2003,8,9.0,17.892121373492657,13.0,-8.892121373492657,-4.0
2003,8,7.0,2.564179019806471,3.0,4.4358209801935296,4.0
2003,8,33.0,6.4311934469226255,5.5,26.568806553077373,27.5
2003,8,-16.0,-7.65473784906104,-6.5,-8.34526215093896,-9.5
2003,9,7.0,6.635976116745168,7.0,0.36402388325483237,0.0
2003,9,13.0,0.15587553950998637,1.0,12.844124460490013,12.0
2003,9,10.0,-6.843213153236257,-3.5,16.843213153236256,13.5
2003,9,4.0,-4.5915108171215175,-6.0,8.591510817121517,10.0
2003,9,-6.0,0.4621475395475533,3.0,-6.462147539547553,-9.0
2003,9,-3.0,1.4137379277338735,-3.5,-4.413737927733873,0.5
2003,9,-3.0,8.759309804936436,8.0,-11.759309804936436,-11.0
2003,9,3.0,-2.949936866518839,-3.0,5.949936866518839,6.0
2003,9,7.0,4.846727145329508,5.0,2.153272854670492,2.0
2003,9,-7.0,-2.792216168471016,-6.0,-4.2077838315289835,-1.0
2003,9,7.0,3.1153702288709195,6.0,3.8846297711290805,1.0
2003,9,20.0,0.16821550493570303,-5.0,19.831784495064298,25.0
2003,9,-3.0,-0.04189235412978998,5.5,-2.95810764587021,-8.5
2003,9,-4.0,2.9416704618179637,2.0,-6.941670461817964,-6.0
2003,10,3.0,-3.2452534462671587,-3.5,6.245253446267158,6.5
2003,10,7.0,3.461550122136146,4.0,3.538449877863854,3.0
2003,10,2.0,1.2512923047483757,0.0,0.7487076952516243,2.0
2003,10,5.0,-7.7757570567959835,-6.0,12.775757056795984,11.0
2003,10,21.0,10.614465423903422,9.0,10.385534576096578,12.0
2003,10,-20.0,8.35877213078233,11.5,-28.35877213078233,-31.5
2003,10,13.0,8.489377544798696,7.0,4.510622455201304,6.0
2003,10,24.0,3.439881519175861,5.5,20.560118480824137,18.5
2003,10,7.0,-2.912786347608272,-3.0,9.912786347608272,10.0
2003,10,14.0,-5.330554460604935,-5.5,19.330554460604937,19.5
2003,10,4.0,0.8367635365764481,4.0,3.163236463423552,0.0
2003,10,-3.0,1.4561276280767013,-3.0,-4.456127628076701,0.0
2003,10,11.0,3.431887622170609,6.5,7.568112377829391,4.5
2003,10,-3.0,3.564371806592308,4.5,-6.564371806592308,-7.5
2003,11,-2.0,7.8023428719708185,7.0,-9.802342871970819,-9.0
2003,11,3.0,5.499821545303275,6.0,-2.4998215453032753,-3.0
2003,11,-2.0,-5.771749309413455,-6.0,3.7717493094134547,4.0
2003,11,5.0,-10.671294427602056,-6.0,15.671294427602056,11.0
2003,11,38.0,9.746415616424173,5.0,28.253584383575827,33.0
2003,11,3.0,4.484887197005445,5.0,-1.4848871970054454,-2.0
2003,11,3.0,7.58954410498297,9.0,-4.58954410498297,-6.0
2003,11,18.0,4.697782327267702,3.0,13.302217672732297,15.0
2003,11,7.0,10.689417172879745,9.0,-3.689417172879745,-2.0
2003,11,29.0,10.693005688317127,8.5,18.30699431168287,20.5
2003,11,7.0,7.6082909953726805,6.0,-0.6082909953726805,1.0
2003,11,10.0,-0.050881632662072906,-4.5,10.050881632662072,14.5
2003,11,21.0,9.133100023537898,11.0,11.866899976462102,10.0
2003,11,-7.0,4.86075015141319,3.5,-11.860750151413189,-10.5
2003,11,12.0,6.473385724457085,4.0,5.526614275542915,8.0
2003,11,16.0,8.019965142755295,4.0,7.980034857244705,12.0
2003,12,3.0,1.5460092576788609,3.0,1.4539907423211391,0.0
2003,12,-3.0,-3.6964854755789935,-3.0,0.6964854755789935,0.0
2003,12,-7.0,5.090908489005702,3.0,-12.090908489005702,-10.0
2003,12,4.0,1.9445613115487972,3.0,2.055438688451203,1.0
2003,12,10.0,2.8563527939076057,3.5,7.143647206092394,6.5
2003,12,-3.0,-6.2846803425166815,-5.0,3.2846803425166815,2.0
2003,12,10.0,9.831884871438437,10.5,0.1681151285615634,-0.5
2003,12,3.0,5.308266782838607,4.0,-2.308266782838607,-1.0
2003,12,13.0,5.336911046835459,5.5,7.663088953164541,7.5
2003,12,-3.0,-10.13054079719247,-7.0,7.13054079719247,4.0
2003,12,-9.0,11.650360619482074,10.5,-20.650360619482072,-19.5
2003,12,-7.0,-6.669676327327961,-6.5,-0.3303236726720389,-0.5
2003,12,3.0,10.624641303061718,11.0,-7.624641303061718,-8.0
2003,12,-7.0,0.9230440835907436,-3.0,-7.923044083590744,-4.0
2003,12,1.0,7.989006263532593,7.0,-6.989006263532593,-6.0
2003,12,6.0,8.208069769299927,6.0,-2.208069769299927,0.0
2003,13,8.0,-7.821709834063427,-6.5,15.821709834063427,14.5
2003,13,-19.0,-0.2286715689975578,3.0,-18.77132843100244,-22.0
2003,13,38.0,0.3392255607517054,3.0,37.66077443924829,35.0
2003,13,-9.0,-0.7348906314038315,1.5,-8.265109368596168,-10.5
2003,13,25.0,7.756576161711482,4.5,17.243423838288518,20.5
2003,13,4.0,0.7858833795909153,3.0,3.2141166204090847,1.0
2003,13,-4.0,4.470308502848375,3.5,-8.470308502848376,-7.5
2003,13,-17.0,1.1399052654138675,3.0,-18.139905265413866,-20.0
2003,13,-4.0,3.773332672381251,3.0,-7.773332672381251,-7.0
2003,13,31.0,3.5410706838989334,6.0,27.458929316101067,25.0
2003,13,-4.0,0.5152677658896865,-1.0,-4.5152677658896865,-3.0
2003,13,-14.0,-0.7944189713343115,-3.0,-13.205581028665689,-11.0
2003,13,-4.0,-10.521218311551497,-7.5,6.521218311551497,3.5
2003,13,27.0,3.8944136567105545,6.5,23.105586343289445,20.5
2003,13,7.0,-4.578994868690715,-3.0,11.578994868690714,10.0
2003,13,7.0,-3.1049455664853913,-3.0,10.10494556648539,10.0
2003,14,18.0,7.472262845872302,5.0,10.5277371541277,13.0
2003,14,-7.0,2.0218085091537246,3.0,-9.021808509153725,-10.0
2003,14,13.0,9.300374748165137,7.5,3.6996252518348633,5.5
2003,14,27.0,5.1381960017633945,9.5,21.861803998236606,17.5
2003,14,27.0,-0.7842845421624123,-1.0,27.78428454216241,28.0
2003,14,-7.0,-1.5638300525068076,3.0,-5.436169947493193,-10.0
2003,14,-13.0,2.8507868318707126,3.0,-15.850786831870712,-16.0
2003,14,26.0,5.856725192457488,5.5,20.14327480754251,20.5
2003,14,20.0,1.2263531019150666,5.5,18.773646898084934,14.5
2003,14,-2.0,2.073505798910232,3.5,-4.073505798910232,-5.5
2003,14,36.0,13.62239953825955,10.5,22.37760046174045,25.5
2003,14,11.0,2.6442084034206443,3.0,8.355791596579355,8.0
2003,14,18.0,-1.0823638077373308,3.0,19.08236380773733,15.0
2003,14,12.0,1.6173300408594509,3.0,10.38266995914055,9.0
2003,14,6.0,-1.090846555216947,-1.0,7.090846555216947,7.0
2003,14,-6.0,-2.105201879832462,-5.5,-3.894798120167538,-0.5
2003,15,3.0,-1.5610755202147368,-3.0,4.561075520214737,6.0
2003,15,3.0,-2.0748635864188465,3.0,5.0748635864188465,0.0
2003,15,31.0,11.644559055977595,7.5,19.355440944022405,23.5
2003,15,28.0,15.577036950739629,14.5,12.422963049260371,13.5
2003,15,14.0,7.87785014566443,6.0,6.12214985433557,8.0
2003,15,6.0,3.8583364799675053,3.0,2.1416635200324947,3.0
2003,15,5.0,4.496474305469175,7.0,0.5035256945308246,-2.0
2003,15,13.0,12.393903609178974,11.5,0.6060963908210262,1.5
2003,15,2.0,6.750890469709885,5.0,-4.750890469709885,-3.0
2003,15,3.0,9.096050196856584,11.5,-6.096050196856584,-8.5
2003,15,8.0,-1.8278134988898564,-7.0,9.827813498889856,15.0
2003,15,-3.0,-8.03652731496319,-7.0,5.036527314963189,4.0
2003,15,-17.0,-4.42420911150771,-5.0,-12.575790888492289,-12.0
2003,15,-27.0,2.740404914122693,-3.0,-29.740404914122692,-24.0
2003,15,38.0,4.726055601345828,7.5,33.27394439865417,30.5
2003,15,-7.0,1.5378684130861724,3.0,-8.537868413086173,-10.0
2003,16,-2.0,11.219866572411162,6.5,-13.219866572411162,-8.5
2003,16,25.0,-3.8489277549197705,-3.0,28.84892775491977,28.0
2003,16,-5.0,-1.287648311253767,-3.0,-3.712351688746233,-2.0
2003,16,-17.0,1.333844790431797,3.0,-18.333844790431797,-20.0
2003,16,6.0,8.760418797521838,7.5,-2.7604187975218384,-1.5
2003,16,3.0,2.795669499168334,4.0,0.20433050083166604,-1.0
2003,16,-35.0,-1.0507227079899937,-3.0,-33.94927729201001,-32.0
2003,16,16.0,6.209427668131715,12.5,9.790572331868285,3.5
2003,16,-3.0,-7.739609024133712,-5.5,4.739609024133712,2.5
2003,16,1.0,0.7166061261162562,3.0,0.2833938738837438,-2.0
2003,16,17.0,8.91872858131853,7.0,8.08127141868147,10.0
2003,16,16.0,6.480070176148535,6.5,9.519929823851465,9.5
2003,16,-3.0,5.421850104850198,7.0,-8.421850104850197,-10.0
2003,16,18.0,15.37320452513061,15.5,2.6267954748693896,2.5
2003,16,-14.0,4.422367506135227,6.5,-18.422367506135227,-20.5
2003,16,-34.0,-1.6184080077449372,-5.5,-32.38159199225506,-28.5
2003,17,31.0,7.140585416618392,9.5,23.859414583381607,21.5
2003,17,-7.0,3.0025240586146555,2.5,-10.002524058614656,-9.5
2003,17,-24.0,-4.9003050536104436,-9.0,-19.099694946389555,-15.0
2003,17,7.0,0.3815190827735674,2.5,6.6184809172264325,4.5
2003,17,-8.0,2.124911296408334,8.5,-10.124911296408333,-16.5
2003,17,10.0,-7.917323633384845,-12.0,17.917323633384846,22.0
2003,17,-3.0,-8.38616538515714,-9.0,5.38616538515714,6.0
2003,17,28.0,11.601427325960843,7.5,16.39857267403916,20.5
2003,17,2.0,5.758855504969955,3.5,-3.7588555049699552,-1.5
2003,17,6.0,3.660927466365867,-1.0,2.339072533634133,7.0
2003,17,20.0,3.3004666373751363,4.0,16.699533362624862,16.0
2003,17,1.0,-10.544803129962785,-7.5,11.544803129962785,8.5
2003,17,-13.0,-1.0354286993940929,-4.5,-11.964571300605908,-8.5
2003,17,28.0,2.21022767766285,10.0,25.78977232233715,18.0
2003,17,7.0,0.04683412853155067,6.0,6.95316587146845,1.0
2003,17,3.0,7.431538181254371,6.0,-4.431538181254371,-3.0
2004,1,3.0,2.0577689244778057,3.0,0.9422310755221943,0.0
2004,1,-10.0,0.5180506581083355,-3.0,-10.518050658108336,-7.0
2004,1,-3.0,2.811123256372799,3.0,-5.811123256372799,-6.0
2004,1,-4.0,3.2458452691301565,1.5,-7.2458452691301565,-5.5
2004,1,17.0,-2.4098105919830437,-3.5,19.409810591983042,20.5
2004,1,-7.0,2.3634094156848775,4.5,-9.363409415684878,-11.5
2004,1,-14.0,0.21864891310457568,-2.5,-14.218648913104575,-11.5
2004,1,7.0,2.939596529901344,5.5,4.060403470098656,1.5
2004,1,3.0,4.300513522138309,3.5,-1.300513522138309,-0.5
2004,1,7.0,11.135269036201452,11.0,-4.135269036201452,-4.0
2004,1,6.0,-1.407664828574772,2.5,7.407664828574772,3.5
2004,1,18.0,3.29347645888265,6.5,14.706523541117349,11.5
2004,1,14.0,8.382694070872375,9.5,5.617305929127625,4.5
2004,1,-2.0,6.819937877998797,-3.0,-8.819937877998797,1.0
2004,1,10.0,0.5491073440949861,3.0,9.450892655905013,7.0
2004,1,-10.0,-1.868062979904808,3.0,-8.131937020095192,-13.0
2004,2,17.0,-2.8968959683838005,2.0,19.896895968383802,15.0
2004,2,17.0,3.8490652629423225,4.0,13.150934737057678,13.0
2004,2,12.0,3.9198182984411534,3.0,8.080181701558846,9.0
2004,2,-11.0,9.116321577203935,9.0,-20.116321577203934,-20.0
2004,2,1.0,-2.062376448940088,-3.0,3.062376448940088,4.0
2004,2,-11.0,6.12469919231139,7.0,-17.12469919231139,-18.0
2004,2,3.0,0.1876659223028494,7.5,2.812334077697151,-4.5
2004,2,6.0,-0.570292727761192,-3.0,6.570292727761192,9.0
2004,2,-14.0,2.921949966170454,-1.5,-16.921949966170455,-12.5
2004,2,-4.0,-1.137342485541605,-3.0,-2.862657514458395,-1.0
2004,2,-11.0,-7.1388047021093355,-8.0,-3.8611952978906645,-3.0
2004,2,7.0,0.5147124551236075,4.5,6.4852875448763925,2.5
2004,2,3.0,0.5890509514165005,3.5,2.4109490485834995,-0.5
2004,2,-6.0,-0.33766094690184056,-3.0,-5.66233905309816,-3.0
2004,2,3.0,-0.1275122902581311,5.5,3.127512290258131,-2.5
2004,2,11.0,2.0107557280551385,3.0,8.989244271944862,8.0
2004,3,3.0,7.633748446044616,11.0,-4.633748446044616,-8.0
2004,3,-14.0,-1.3471365133392075,-1.5,-12.652863486660792,-12.5
2004,3,-17.0,-2.687270845470192,-4.5,-14.312729154529809,-12.5
2004,3,-3.0,8.287767352636802,7.5,-11.287767352636802,-10.5
2004,3,5.0,4.62969809815039,12.0,0.37030190184960965,-7.0
2004,3,17.0,-1.6304374060597953,3.0,18.630437406059794,14.0
2004,3,-3.0,3.862411650430057,6.0,-6.862411650430057,-9.0
2004,3,-3.0,5.233756636929979,6.0,-8.233756636929979,-9.0
2004,3,10.0,8.024954417152912,9.5,1.9750455828470876,0.5
2004,3,14.0,3.778988831220741,6.0,10.22101116877926,8.0
2004,3,34.0,5.301014139936344,10.0,28.698985860063658,24.0
2004,3,-10.0,4.087148687191748,2.5,-14.087148687191748,-12.5
2004,3,10.0,-0.3261451749270874,3.0,10.326145174927088,7.0
2004,3,-3.0,0.2744768650400242,1.5,-3.2744768650400244,-4.5
2004,4,-14.0,-2.9882517304087273,-5.5,-11.011748269591273,-8.5
2004,4,-10.0,-3.761346838494762,-8.5,-6.238653161505238,-1.5
2004,4,4.0,3.426904352587497,-2.5,0.5730956474125031,6.5
2004,4,-7.0,6.384292160610376,7.0,-13.384292160610375,-14.0
2004,4,13.0,-0.25637986527754286,-2.0,13.256379865277543,15.0
2004,4,-7.0,-3.1879459630545375,-4.0,-3.8120540369454625,-3.0
2004,4,11.0,3.9934442254579214,4.0,7.006555774542079,7.0
2004,4,24.0,-3.2501217620050893,-3.5,27.25012176200509,27.5
2004,4,-17.0,4.884224508364262,3.5,-21.884224508364262,-20.5
2004,4,-8.0,-0.8277990274531422,-5.5,-7.172200972546857,-2.5
2004,4,21.0,-2.840437438931181,-3.0,23.840437438931183,24.0
2004,4,-3.0,-1.787757609097599,-3.0,-1.212242390902401,0.0
2004,4,-10.0,0.07903443732564108,-4.0,-10.07903443732564,-6.0
2004,4,-3.0,4.843364176035788,6.0,-7.843364176035788,-9.0
2004,5,-7.0,5.1220100512805935,6.5,-12.122010051280594,-13.5
2004,5,-16.0,2.402533726597979,3.5,-18.40253372659798,-19.5
2004,5,-6.0,-2.598135903212388,-3.5,-3.401864096787612,-2.5
2004,5,21.0,10.37097423839252,8.5,10.62902576160748,12.5
2004,5,14.0,9.255912346546262,11.0,4.744087653453738,3.0
2004,5,-3.0,0.5221444647480036,3.0,-3.5221444647480036,-6.0
2004,5,11.0,3.2309886712222866,4.5,7.769011328777713,6.5
2004,5,2.0,5.6520972331448665,6.5,-3.6520972331448665,-4.5
2004,5,13.0,1.3712271406320233,-2.5,11.628772859367977,15.5
2004,5,3.0,6.900559950363229,4.0,-3.9005599503632293,-1.0
2004,5,-6.0,6.464973170356603,8.0,-12.464973170356604,-14.0
2004,5,3.0,2.8209123885970335,1.0,0.17908761140296647,2.0
2004,5,-7.0,-3.1935588720948,0.0,-3.8064411279052,-7.0
2004,5,-21.0,3.078035904745865,3.0,-24.078035904745864,-24.0
2004,6,1.0,1.598488387601579,5.5,-0.598488387601579,-4.5
2004,6,7.0,2.2520727381207504,4.5,4.74792726187925,2.5
2004,6,-3.0,2.2807046327164135,1.5,-5.2807046327164135,-4.5
2004,6,17.0,4.492332027375035,3.0,12.507667972624965,14.0
2004,6,-28.0,1.2524204525508842,3.0,-29.252420452550883,-31.0
2004,6,6.0,1.15670697534967,-2.5,4.84329302465033,8.5
2004,6,10.0,2.655971335956349,3.5,7.344028664043651,6.5
2004,6,8.0,5.9516998881313405,9.5,2.0483001118686595,-1.5
2004,6,22.0,7.699795983135921,10.0,14.300204016864079,12.0
2004,6,-10.0,6.761677786599899,5.5,-16.761677786599897,-15.5
2004,6,-4.0,-0.16782587607684074,3.0,-3.832174123923159,-7.0
2004,6,-28.0,-4.507032155822873,-2.5,-23.492967844177127,-25.5
2004,6,-7.0,-3.4714527410063507,-3.5,-3.5285472589936493,-3.5
2004,6,7.0,4.624672896944102,6.5,2.3753271030558976,0.5
2004,7,14.0,4.709436720540904,4.5,9.290563279459096,9.5
2004,7,-11.0,-0.27633058140073086,3.0,-10.723669418599268,-14.0
2004,7,-3.0,-6.099173080888405,-7.0,3.099173080888405,4.0
2004,7,-3.0,7.146886282790669,9.0,-10.14688628279067,-12.0
2004,7,46.0,3.5014271617023742,3.5,42.498572838297626,42.5
2004,7,17.0,-2.8973483989543136,-5.0,19.897348398954314,22.0
2004,7,17.0,4.166624272115529,6.0,12.833375727884471,11.0
2004,7,-15.0,3.505397367418654,7.0,-18.505397367418652,-22.0
2004,7,12.0,2.468398761134652,7.0,9.531601238865349,5.0
2004,7,6.0,6.687991187246482,6.0,-0.6879911872464817,0.0
2004,7,8.0,-7.740215973998376,-6.5,15.740215973998376,14.5
2004,7,21.0,5.035679331832609,4.0,15.96432066816739,17.0
2004,7,-5.0,0.1454357503273238,3.0,-5.145435750327324,-8.0
2004,7,13.0,-6.731109676881465,-7.0,19.731109676881466,20.0
2004,8,24.0,2.670567709240479,4.5,21.32943229075952,19.5
2004,8,10.0,1.1274544590278741,3.0,8.872545540972126,7.0
2004,8,14.0,-2.043174202118276,2.0,16.043174202118276,12.0
2004,8,10.0,0.06406887900936731,-1.0,9.935931120990633,11.0
2004,8,-21.0,6.957075638405524,6.5,-27.957075638405524,-27.5
2004,8,5.0,4.917081702031695,7.5,0.08291829796830541,-2.5
2004,8,7.0,4.24985402303539,3.0,2.7501459769646104,4.0
2004,8,-14.0,-4.918750486851747,-1.0,-9.081249513148254,-13.0
2004,8,-13.0,9.625347641936806,7.0,-22.625347641936806,-20.0
2004,8,6.0,8.169063661578038,8.0,-2.169063661578038,-2.0
2004,8,14.0,-5.717195723758448,-3.0,19.717195723758447,17.0
2004,8,28.0,7.936711209653124,6.0,20.063288790346874,22.0
2004,8,10.0,5.952291780954379,2.0,4.047708219045621,8.0
2004,8,27.0,5.176657506535275,7.0,21.823342493464725,20.0
2004,9,5.0,-1.7968399384298235,-3.0,6.796839938429823,8.0
2004,9,-3.0,6.15649158345763,6.0,-9.15649158345763,-9.0
2004,9,23.0,2.0967297107538783,0.0,20.903270289246123,23.0
2004,9,-7.0,3.0691245765383797,3.5,-10.06912457653838,-10.5
2004,9,-1.0,4.055775724787154,3.0,-5.055775724787154,-4.0
2004,9,24.0,-2.7518311041533856,-1.5,26.751831104153386,25.5
2004,9,3.0,-4.337499353716442,-3.0,7.337499353716442,6.0
2004,9,-7.0,4.844367688899279,9.0,-11.844367688899279,-16.0
2004,9,26.0,8.597178786464868,6.5,17.402821213535134,19.5
2004,9,-15.0,-4.194907172363107,-7.0,-10.805092827636894,-8.0
2004,9,18.0,5.416681099509995,7.0,12.583318900490005,11.0
2004,9,-18.0,-3.4748164993489774,2.5,-14.525183500651023,-20.5
2004,9,14.0,8.18934910861258,6.0,5.81065089138742,8.0
2004,9,3.0,5.10115023324531,7.0,-2.10115023324531,-4.0
2004,10,10.0,-1.6656645643369825,3.5,11.665664564336982,6.5
2004,10,-14.0,-2.022448510801035,-3.5,-11.977551489198966,-10.5
2004,10,35.0,9.10869385536581,8.5,25.89130614463419,26.5
2004,10,6.0,2.4871509425343112,3.5,3.5128490574656888,2.5
2004,10,7.0,-5.748841530782452,-3.5,12.748841530782453,10.5
